date,region,category,revenue_k_usd,profit_k_usd,gross_margin,marketing_spend_k_usd,units_sold,returning_customer_share
2024-07-01,Europe,Apparel,416.78,185.82,0.4459,30.57,7241,0.5489
2024-08-01,Europe,Apparel,438.85,192.41,0.4384,33.91,8274,0.5523
2024-09-01,Europe,Apparel,416.58,185.03,0.4442,32.38,7657,0.5165
2024-10-01,Europe,Apparel,499.8,219.9,0.44,42.87,7995,0.5145
2024-11-01,Europe,Apparel,621.72,266.97,0.4294,66.68,21081,0.5706
2024-12-01,Europe,Apparel,714.27,319.58,0.4474,70.01,7914,0.6123
2021-01-01,Europe,Home & Garden,215.18,76.03,0.3533,19.51,4258,0.3837
2021-02-01,Europe,Home & Garden,212.68,74.25,0.3491,23.76,3535,0.4075
2021-03-01,Europe,Home & Garden,240.69,86.74,0.3604,26.44,3896,0.3385
2021-04-01,Europe,Home & Garden,246.51,90.1,0.3655,18.5,5436,0.3604
2021-05-01,Europe,Home & Garden,232.16,80.39,0.3463,10.47,4289,0.3523
2021-06-01,Europe,Home & Garden,274.93,97.96,0.3563,19.41,5067,0.3929
2021-07-01,Europe,Home & Garden,250.92,93.21,0.3715,24.56,4844,0.3948
2021-08-01,Europe,Home & Garden,288.91,102.31,0.3541,19.19,4356,0.3941
2021-09-01,Europe,Home & Garden,274.56,96.31,0.3508,13.88,7562,0.4691
2021-10-01,Europe,Home & Garden,301.69,111.05,0.3681,23.48,3990,0.3547
2021-11-01,Europe,Home & Garden,356.78,135.48,0.3797,25.7,5598,0.3865
2021-12-01,Europe,Home & Garden,442.55,160.39,0.3624,45.7,14438,0.3536
2022-01-01,Europe,Home & Garden,212.28,76.5,0.3604,11.96,5186,0.399
2022-02-01,Europe,Home & Garden,229.25,78.33,0.3417,18.58,7721,0.3696
2022-03-01,Europe,Home & Garden,251.3,93.92,0.3737,26.36,3949,0.3895
2022-04-01,Europe,Home & Garden,262.3,95.92,0.3657,27.34,4593,0.4153
2022-05-01,Europe,Home & Garden,276.6,103.09,0.3727,21.46,2923,0.4244
2022-06-01,Europe,Home & Garden,227.2,81.14,0.3571,13.43,2786,0.4629
2022-07-01,Europe,Home & Garden,234.41,83.57,0.3565,18.31,7599,0.4523
2022-08-01,Europe,Home & Garden,256.41,94.78,0.3696,21.03,5560,0.4356
2022-09-01,Europe,Home & Garden,303.58,112.49,0.3706,22.71,6709,0.4325
2022-10-01,Europe,Home & Garden,320.06,123.96,0.3873,30.05,3846,0.4404
2022-11-01,Europe,Home & Garden,459.63,166.26,0.3617,43.85,12249,0.4491
2022-12-01,Europe,Home & Garden,470.86,173.72,0.3689,41.41,5215,0.527
2023-01-01,Europe,Home & Garden,257.03,92.22,0.3588,13.89,3109,0.4391
2023-02-01,Europe,Home & Garden,246.2,90.02,0.3656,20.02,2711,0.4609
2023-03-01,Europe,Home & Garden,274.79,101.63,0.3698,27.06,4765,0.4427
2023-04-01,Europe,Home & Garden,261.3,99.23,0.3798,23.98,7712,0.5469
2023-05-01,Europe,Home & Garden,260.45,93.66,0.3596,17.21,4466,0.4577
2023-06-01,Europe,Home & Garden,277.47,102.83,0.3706,21.62,8537,0.4889
2023-07-01,Europe,Home & Garden,288.59,112.18,0.3887,19.29,3149,0.4228
2023-08-01,Europe,Home & Garden,302.11,110.73,0.3665,29.89,4721,0.5009
2023-09-01,Europe,Home & Garden,298.19,106.75,0.358,22.25,7238,0.4779
2023-10-01,Europe,Home & Garden,339.42,124.26,0.3661,24.1,4257,0.4902
2023-11-01,Europe,Home & Garden,453.65,172.07,0.3793,36.39,5588,0.51
2023-12-01,Europe,Home & Garden,472.87,178.11,0.3767,61.72,13819,0.4698
2024-01-01,Europe,Home & Garden,269.89,99.62,0.3691,20.8,3129,0.5028
2024-02-01,Europe,Home & Garden,251.71,93.16,0.3701,21.47,8268,0.5087
2024-03-01,Europe,Home & Garden,293.72,114.95,0.3914,29.12,7233,0.4697
2024-04-01,Europe,Home & Garden,316.67,114.16,0.3605,20.36,3998,0.4854
2024-05-01,Europe,Home & Garden,300.08,114.72,0.3823,22.65,6173,0.5314
2024-06-01,Europe,Home & Garden,306.32,108.57,0.3544,18.88,3984,0.4897
2024-07-01,Europe,Home & Garden,313.34,118.21,0.3773,30.51,6298,0.535
2024-08-01,Europe,Home & Garden,326.96,124.77,0.3816,22.07,9825,0.5333
2024-09-01,Europe,Home & Garden,331.38,124.52,0.3758,26.9,4184,0.4779
2024-10-01,Europe,Home & Garden,354.66,133.15,0.3754,24.6,10625,0.5413
2024-11-01,Europe,Home & Garden,398.98,143.12,0.3587,25.6,6501,0.5787
2024-12-01,Europe,Home & Garden,517.54,198.12,0.3828,37.02,6973,0.5668
2021-01-01,Europe,Beauty & Personal Care,245.23,129.9,0.5297,16.6,7514,0.3861
2021-02-01,Europe,Beauty & Personal Care,209.12,111.35,0.5325,18.35,2490,0.3389
2021-03-01,Europe,Beauty & Personal Care,229.45,118.57,0.5168,13.8,3544,0.3694
2021-04-01,Europe,Beauty & Personal Care,233.63,126.59,0.5419,23.71,6138,0.3873
2021-05-01,Europe,Beauty & Personal Care,252.22,135.45,0.537,28.27,3412,0.358
2021-06-01,Europe,Beauty & Personal Care,263.28,143.88,0.5465,24.09,5275,0.405
2021-07-01,Europe,Beauty & Personal Care,257.01,128.81,0.5012,11.57,3760,0.3801
2021-08-01,Europe,Beauty & Personal Care,276.82,143.06,0.5168,20.68,9686,0.3644
2021-09-01,Europe,Beauty & Personal Care,274.32,152.07,0.5543,19.76,8359,0.4277
2021-10-01,Europe,Beauty & Personal Care,293.44,148.76,0.507,19.93,3108,0.3822
2021-11-01,Europe,Beauty & Personal Care,371.3,201.75,0.5434,35.77,4579,0.3905
2021-12-01,Europe,Beauty & Personal Care,426.36,220.56,0.5173,31.55,8896,0.4321
2022-01-01,Europe,Beauty & Personal Care,254.08,138.65,0.5457,26.17,3969,0.476
2022-02-01,Europe,Beauty & Personal Care,245.56,133.1,0.542,18.4,2716,0.3711
2022-03-01,Europe,Beauty & Personal Care,246.35,130.69,0.5305,15.13,3215,0.4235
2022-04-01,Europe,Beauty & Personal Care,247.35,131.82,0.5329,23.21,3249,0.3665
2022-05-01,Europe,Beauty & Personal Care,259.28,140.06,0.5402,21.21,3575,0.4504
2022-06-01,Europe,Beauty & Personal Care,247.95,127.58,0.5146,12.67,3865,0.3942
2022-07-01,Europe,Beauty & Personal Care,233.02,123.63,0.5306,16.88,3467,0.4116
2022-08-01,Europe,Beauty & Personal Care,266.33,143.46,0.5386,23.06,7657,0.4379
2022-09-01,Europe,Beauty & Personal Care,287.11,147.27,0.5129,23.33,4241,0.3822
2022-10-01,Europe,Beauty & Personal Care,294.15,161.37,0.5486,23.43,5803,0.456
2022-11-01,Europe,Beauty & Personal Care,363.64,188.99,0.5197,38.54,11590,0.4447
2022-12-01,Europe,Beauty & Personal Care,477.35,267.43,0.5602,51.05,10914,0.4002
2023-01-01,Europe,Beauty & Personal Care,265.01,140.41,0.5298,20.22,3240,0.4205
2023-02-01,Europe,Beauty & Personal Care,248.02,136.61,0.5508,26.61,3937,0.425
2023-03-01,Europe,Beauty & Personal Care,276.64,152.11,0.5499,22.17,3750,0.4814
2023-04-01,Europe,Beauty & Personal Care,285.48,153.34,0.5371,19.34,3144,0.4502
2023-05-01,Europe,Beauty & Personal Care,286.07,158.28,0.5533,16.77,8296,0.4289
2023-06-01,Europe,Beauty & Personal Care,276.05,149.79,0.5426,17.62,6508,0.4576
2023-07-01,Europe,Beauty & Personal Care,313.53,172.95,0.5516,26.65,8225,0.4848
2023-08-01,Europe,Beauty & Personal Care,310.66,166.75,0.5368,19.78,4386,0.502
2023-09-01,Europe,Beauty & Personal Care,308.37,174.18,0.5648,28.43,5787,0.4803
2023-10-01,Europe,Beauty & Personal Care,337.25,185.0,0.5486,33.31,7538,0.4944
2023-11-01,Europe,Beauty & Personal Care,440.28,245.01,0.5565,33.7,9231,0.5244
2023-12-01,Europe,Beauty & Personal Care,536.79,294.13,0.5479,52.96,7213,0.5124
2024-01-01,Europe,Beauty & Personal Care,273.06,152.94,0.5601,19.88,3717,0.5457
2024-02-01,Europe,Beauty & Personal Care,266.46,149.19,0.5599,19.35,7679,0.5107
2024-03-01,Europe,Beauty & Personal Care,296.94,164.18,0.5529,26.14,3560,0.525
2024-04-01,Europe,Beauty & Personal Care,268.33,147.68,0.5503,26.74,3193,0.5693
2024-05-01,Europe,Beauty & Personal Care,315.12,174.15,0.5526,30.13,8054,0.5511
2024-06-01,Europe,Beauty & Personal Care,324.7,180.73,0.5566,33.09,8936,0.4947
2024-07-01,Europe,Beauty & Personal Care,301.05,162.2,0.5388,26.48,3283,0.5372
2024-08-01,Europe,Beauty & Personal Care,317.8,179.14,0.5637,28.77,8438,0.5898
2024-09-01,Europe,Beauty & Personal Care,305.61,171.65,0.5617,23.32,3686,0.4708
2024-10-01,Europe,Beauty & Personal Care,369.99,204.86,0.5537,35.29,4318,0.5822
2024-11-01,Europe,Beauty & Personal Care,479.61,268.01,0.5588,64.86,5303,0.5134
2024-12-01,Europe,Beauty & Personal Care,522.41,294.41,0.5636,43.13,11827,0.565
2021-01-01,Europe,Sports & Outdoors,177.28,55.28,0.3118,17.15,3125,0.3211
2021-02-01,Europe,Sports & Outdoors,170.41,55.19,0.3239,13.64,2159,0.3644
2021-03-01,Europe,Sports & Outdoors,178.78,57.26,0.3203,22.54,2193,0.3771
2021-04-01,Europe,Sports & Outdoors,172.17,57.17,0.3321,15.44,2210,0.3378
2021-05-01,Europe,Sports & Outdoors,198.11,62.11,0.3135,20.21,4593,0.409
2021-06-01,Europe,Sports & Outdoors,192.69,60.29,0.3129,12.06,2350,0.3649
2021-07-01,Europe,Sports & Outdoors,200.62,59.72,0.2977,18.79,3460,0.3632
2021-08-01,Europe,Sports & Outdoors,179.37,54.6,0.3044,17.38,2166,0.4289
2021-09-01,Europe,Sports & Outdoors,197.86,60.25,0.3045,20.96,2951,0.3787
2021-10-01,Europe,Sports & Outdoors,237.23,77.37,0.3262,22.06,3811,0.3579
2021-11-01,Europe,Sports & Outdoors,287.65,89.67,0.3117,37.15,9539,0.3852
2021-12-01,Europe,Sports & Outdoors,327.16,100.1,0.306,27.97,3969,0.3671
2022-01-01,Europe,Sports & Outdoors,189.46,58.82,0.3104,12.5,2665,0.4718
2022-02-01,Europe,Sports & Outdoors,162.41,47.62,0.2932,14.66,2631,0.3866
2022-03-01,Europe,Sports & Outdoors,189.5,57.39,0.3028,17.32,3658,0.3873
2022-04-01,Europe,Sports & Outdoors,188.89,56.33,0.2982,19.08,3474,0.4044
2022-05-01,Europe,Sports & Outdoors,199.42,61.04,0.3061,21.27,4313,0.4312
2022-06-01,Europe,Sports & Outdoors,184.15,58.28,0.3165,18.89,5378,0.4345
2022-07-01,Europe,Sports & Outdoors,196.96,61.21,0.3108,13.78,4709,0.4292
2022-08-01,Europe,Sports & Outdoors,173.69,53.98,0.3108,8.83,2065,0.3982
2022-09-01,Europe,Sports & Outdoors,218.52,67.67,0.3097,25.85,2986,0.4377
2022-10-01,Europe,Sports & Outdoors,242.42,73.91,0.3049,13.13,7378,0.4731
2022-11-01,Europe,Sports & Outdoors,311.9,97.28,0.3119,18.17,8030,0.4383
2022-12-01,Europe,Sports & Outdoors,337.95,108.45,0.3209,27.37,4729,0.4479
2023-01-01,Europe,Sports & Outdoors,190.13,60.01,0.3156,10.48,2688,0.4887
2023-02-01,Europe,Sports & Outdoors,167.57,52.95,0.316,14.93,1848,0.4491
2023-03-01,Europe,Sports & Outdoors,218.5,65.92,0.3017,17.05,2579,0.4445
2023-04-01,Europe,Sports & Outdoors,205.42,63.78,0.3105,18.62,2165,0.5043
2023-05-01,Europe,Sports & Outdoors,204.48,65.67,0.3211,9.89,4087,0.5015
2023-06-01,Europe,Sports & Outdoors,233.17,72.32,0.3101,16.15,7601,0.459
2023-07-01,Europe,Sports & Outdoors,202.71,64.08,0.3161,14.94,2255,0.4849
2023-08-01,Europe,Sports & Outdoors,234.87,76.07,0.3239,19.18,3029,0.5058
2023-09-01,Europe,Sports & Outdoors,228.21,70.38,0.3084,27.9,3918,0.5064
2023-10-01,Europe,Sports & Outdoors,266.7,85.68,0.3213,23.97,5782,0.5665
2023-11-01,Europe,Sports & Outdoors,339.43,105.57,0.311,23.51,7638,0.4718
2023-12-01,Europe,Sports & Outdoors,371.61,121.33,0.3265,23.82,6981,0.4941
2024-01-01,Europe,Sports & Outdoors,196.45,61.19,0.3115,14.69,2159,0.4845
2024-02-01,Europe,Sports & Outdoors,207.13,66.89,0.3229,16.07,4202,0.4849
2024-03-01,Europe,Sports & Outdoors,211.31,68.89,0.326,14.51,2338,0.5116
2024-04-01,Europe,Sports & Outdoors,239.08,71.09,0.2973,11.58,5622,0.5016
2024-05-01,Europe,Sports & Outdoors,223.74,69.66,0.3113,12.36,6528,0.5401
2024-06-01,Europe,Sports & Outdoors,246.02,80.02,0.3253,18.27,2701,0.4899
2024-07-01,Europe,Sports & Outdoors,236.11,74.57,0.3158,33.18,3427,0.5998
2024-08-01,Europe,Sports & Outdoors,231.15,75.58,0.327,13.8,4116,0.5259
2024-09-01,Europe,Sports & Outdoors,257.94,82.45,0.3196,28.66,3609,0.5662
2024-10-01,Europe,Sports & Outdoors,280.1,90.98,0.3248,20.88,7371,0.5189
2024-11-01,Europe,Sports & Outdoors,367.26,120.25,0.3274,30.22,4308,0.549
2024-12-01,Europe,Sports & Outdoors,371.96,124.08,0.3336,22.88,5083,0.5191
2021-01-01,Asia-Pacific,Electronics,236.11,43.99,0.1863,30.8,3159,0.2623
2021-02-01,Asia-Pacific,Electronics,228.24,44.5,0.195,25.8,3828,0.2838
2021-03-01,Asia-Pacific,Electronics,225.59,36.18,0.1604,9.07,5257,0.2922
2021-04-01,Asia-Pacific,Electronics,239.71,43.86,0.183,22.0,2941,0.3467
2021-05-01,Asia-Pacific,Electronics,315.59,57.34,0.1817,31.85,3538,0.3067
2021-06-01,Asia-Pacific,Electronics,313.35,57.2,0.1825,17.1,3370,0.2845
2021-07-01,Asia-Pacific,Electronics,358.82,64.15,0.1788,35.06,7635,0.2828
2021-08-01,Asia-Pacific,Electronics,374.87,64.59,0.1723,34.91,4149,0.3298
2021-09-01,Asia-Pacific,Electronics,337.07,61.61,0.1828,41.31,3890,0.2663
2021-10-01,Asia-Pacific,Electronics,415.19,81.56,0.1964,47.8,9400,0.3649
2021-11-01,Asia-Pacific,Electronics,506.79,90.67,0.1789,41.44,6101,0.3686
2021-12-01,Asia-Pacific,Electronics,628.08,112.49,0.1791,50.08,14927,0.3719
2022-01-01,Asia-Pacific,Electronics,364.63,68.03,0.1866,19.27,4677,0.3926
2022-02-01,Asia-Pacific,Electronics,322.53,54.24,0.1682,25.15,4118,0.3454
2022-03-01,Asia-Pacific,Electronics,363.92,64.63,0.1776,36.73,4820,0.3934
2022-04-01,Asia-Pacific,Electronics,351.9,64.24,0.1825,24.0,4526,0.2987
2022-05-01,Asia-Pacific,Electronics,375.22,67.53,0.18,25.86,4383,0.3286
2022-06-01,Asia-Pacific,Electronics,382.15,67.79,0.1774,24.26,8801,0.4131
2022-07-01,Asia-Pacific,Electronics,368.4,71.59,0.1943,25.62,5219,0.3741
2022-08-01,Asia-Pacific,Electronics,386.56,67.59,0.1749,28.1,5440,0.3609
2022-09-01,Asia-Pacific,Electronics,546.8,94.29,0.1724,34.43,6796,0.3437
2022-10-01,Asia-Pacific,Electronics,502.25,87.95,0.1751,36.73,7380,0.4067
2022-11-01,Asia-Pacific,Electronics,761.05,130.96,0.1721,55.53,13725,0.3554
2022-12-01,Asia-Pacific,Electronics,885.49,159.86,0.1805,63.94,10712,0.4548
2023-01-01,Asia-Pacific,Electronics,384.45,65.1,0.1693,20.8,5588,0.3919
2023-02-01,Asia-Pacific,Electronics,446.76,87.24,0.1953,38.91,5656,0.4338
2023-03-01,Asia-Pacific,Electronics,451.52,74.51,0.165,41.68,5213,0.3924
2023-04-01,Asia-Pacific,Electronics,420.38,66.73,0.1587,37.12,12511,0.4074
2023-05-01,Asia-Pacific,Electronics,517.61,92.15,0.178,31.56,6554,0.4137
2023-06-01,Asia-Pacific,Electronics,566.35,89.5,0.158,60.85,6235,0.425
2023-07-01,Asia-Pacific,Electronics,546.5,88.34,0.1617,60.31,7765,0.3983
2023-08-01,Asia-Pacific,Electronics,553.46,95.02,0.1717,43.72,11009,0.4558
2023-09-01,Asia-Pacific,Electronics,662.93,118.86,0.1793,39.92,18095,0.4198
2023-10-01,Asia-Pacific,Electronics,610.77,100.52,0.1646,57.7,19780,0.4729
2023-11-01,Asia-Pacific,Electronics,886.72,171.48,0.1934,53.3,16658,0.4494
2023-12-01,Asia-Pacific,Electronics,1004.11,189.88,0.1891,71.62,14173,0.3987
2024-01-01,Asia-Pacific,Electronics,581.66,105.09,0.1807,40.19,8541,0.4122
2024-02-01,Asia-Pacific,Electronics,583.59,95.13,0.163,46.23,18344,0.44
2024-03-01,Asia-Pacific,Electronics,632.96,98.56,0.1557,70.08,8339,0.4955
2024-04-01,Asia-Pacific,Electronics,598.74,105.6,0.1764,52.96,8743,0.5024
2024-05-01,Asia-Pacific,Electronics,631.51,117.97,0.1868,58.47,20575,0.4901
2024-06-01,Asia-Pacific,Electronics,748.39,123.95,0.1656,71.15,16542,0.432
2024-07-01,Asia-Pacific,Electronics,664.17,111.81,0.1684,52.83,7732,0.4836
2024-08-01,Asia-Pacific,Electronics,772.17,122.77,0.159,41.51,10310,0.4892
2024-09-01,Asia-Pacific,Electronics,781.68,134.61,0.1722,52.42,8643,0.4821
2024-10-01,Asia-Pacific,Electronics,874.03,137.87,0.1577,88.92,15630,0.4891
2024-11-01,Asia-Pacific,Electronics,1070.53,170.64,0.1594,82.5,14276,0.5078
2024-12-01,Asia-Pacific,Electronics,1419.45,230.58,0.1624,121.82,49166,0.5035
2021-01-01,Asia-Pacific,Apparel,165.54,70.14,0.4237,16.37,2218,0.3072
2021-02-01,Asia-Pacific,Apparel,170.93,70.32,0.4114,11.68,2830,0.2809
2021-03-01,Asia-Pacific,Apparel,220.41,92.21,0.4184,12.83,5976,0.3247
2021-04-01,Asia-Pacific,Apparel,201.28,86.2,0.4283,16.1,3062,0.2939
2021-05-01,Asia-Pacific,Apparel,191.11,78.38,0.4101,18.52,2338,0.3178
2021-06-01,Asia-Pacific,Apparel,226.76,91.81,0.4049,20.4,3731,0.3322
2021-07-01,Asia-Pacific,Apparel,202.28,82.53,0.408,16.55,6550,0.284
2021-08-01,Asia-Pacific,Apparel,210.83,87.76,0.4163,14.07,4871,0.3045
2021-09-01,Asia-Pacific,Apparel,239.53,98.73,0.4122,18.6,3530,0.3271
2021-10-01,Asia-Pacific,Apparel,280.9,118.07,0.4203,33.32,4407,0.3706
2021-11-01,Asia-Pacific,Apparel,355.75,149.97,0.4216,23.0,10367,0.3252
2021-12-01,Asia-Pacific,Apparel,385.94,163.98,0.4249,26.47,6766,0.3598
2022-01-01,Asia-Pacific,Apparel,197.87,86.68,0.4381,19.25,2133,0.3526
2022-02-01,Asia-Pacific,Apparel,189.75,77.43,0.4081,10.6,3842,0.3523
2022-03-01,Asia-Pacific,Apparel,247.92,102.26,0.4125,18.63,7559,0.3844
2022-04-01,Asia-Pacific,Apparel,239.59,103.73,0.433,24.18,7420,0.328
2022-05-01,Asia-Pacific,Apparel,281.8,118.21,0.4195,22.12,4936,0.3768
2022-06-01,Asia-Pacific,Apparel,233.12,96.74,0.415,24.52,2746,0.3695
2022-07-01,Asia-Pacific,Apparel,225.7,99.0,0.4387,17.5,5099,0.4243
2022-08-01,Asia-Pacific,Apparel,244.79,104.31,0.4261,21.32,3892,0.4275
2022-09-01,Asia-Pacific,Apparel,294.29,127.71,0.434,19.07,4030,0.3588
2022-10-01,Asia-Pacific,Apparel,360.88,154.18,0.4272,27.11,10086,0.3535
2022-11-01,Asia-Pacific,Apparel,471.83,193.4,0.4099,34.51,7837,0.4147
2022-12-01,Asia-Pacific,Apparel,473.37,210.44,0.4445,42.14,6965,0.428
2023-01-01,Asia-Pacific,Apparel,271.06,114.31,0.4217,26.08,4709,0.4166
2023-02-01,Asia-Pacific,Apparel,263.63,115.66,0.4387,17.8,4671,0.4087
2023-03-01,Asia-Pacific,Apparel,315.94,143.32,0.4536,39.01,3672,0.4238
2023-04-01,Asia-Pacific,Apparel,328.22,144.59,0.4405,28.88,3595,0.4319
2023-05-01,Asia-Pacific,Apparel,330.54,143.91,0.4354,35.44,11055,0.3966
2023-06-01,Asia-Pacific,Apparel,380.36,168.21,0.4422,23.75,5326,0.4442
2023-07-01,Asia-Pacific,Apparel,378.69,165.81,0.4378,40.28,4593,0.4172
2023-08-01,Asia-Pacific,Apparel,371.4,161.61,0.4352,22.72,10044,0.4207
2023-09-01,Asia-Pacific,Apparel,383.34,169.01,0.4409,20.75,4749,0.4563
2023-10-01,Asia-Pacific,Apparel,480.15,213.34,0.4443,35.74,8733,0.4428
2023-11-01,Asia-Pacific,Apparel,587.23,251.23,0.4278,64.87,7070,0.4175
2023-12-01,Asia-Pacific,Apparel,615.28,252.55,0.4105,52.96,9372,0.4152
2024-01-01,Asia-Pacific,Apparel,361.24,158.02,0.4374,33.49,8900,0.4646
2024-02-01,Asia-Pacific,Apparel,320.24,140.52,0.4388,25.72,4069,0.4465
2024-03-01,Asia-Pacific,Apparel,347.53,147.43,0.4242,30.53,11450,0.4771
2024-04-01,Asia-Pacific,Apparel,398.39,171.25,0.4298,43.3,4915,0.5189
2024-05-01,Asia-Pacific,Apparel,408.25,179.33,0.4393,30.27,5031,0.4202
2024-06-01,Asia-Pacific,Apparel,434.89,186.9,0.4298,41.49,7503,0.4883
2024-07-01,Asia-Pacific,Apparel,474.87,205.12,0.432,27.95,5341,0.487
2024-08-01,Asia-Pacific,Apparel,502.17,218.13,0.4344,36.96,7641,0.5005
2024-09-01,Asia-Pacific,Apparel,557.72,249.26,0.4469,36.38,19801,0.4175
2024-10-01,Asia-Pacific,Apparel,471.85,209.4,0.4438,39.68,5987,0.491
2024-11-01,Asia-Pacific,Apparel,772.19,343.14,0.4444,68.44,10844,0.5236
2024-12-01,Asia-Pacific,Apparel,751.78,354.57,0.4716,79.87,16121,0.5521
2021-01-01,Asia-Pacific,Home & Garden,130.71,44.96,0.3439,13.46,1662,0.2616
2021-02-01,Asia-Pacific,Home & Garden,126.5,44.75,0.3537,11.9,1467,0.3636
2021-03-01,Asia-Pacific,Home & Garden,135.48,48.93,0.3611,12.89,3538,0.2957
2021-04-01,Asia-Pacific,Home & Garden,150.57,53.51,0.3554,6.99,3859,0.3707
2021-05-01,Asia-Pacific,Home & Garden,156.03,58.61,0.3756,14.48,3227,0.3098
2021-06-01,Asia-Pacific,Home & Garden,164.86,59.72,0.3623,9.43,2768,0.3356
2021-07-01,Asia-Pacific,Home & Garden,180.86,67.85,0.3751,22.51,2779,0.2786
2021-08-01,Asia-Pacific,Home & Garden,161.15,60.06,0.3727,12.94,1789,0.265
2021-09-01,Asia-Pacific,Home & Garden,170.45,63.64,0.3734,13.44,4223,0.3626
2021-10-01,Asia-Pacific,Home & Garden,208.1,77.2,0.371,19.44,4285,0.3402
2021-11-01,Asia-Pacific,Home & Garden,247.01,86.55,0.3504,19.47,4580,0.3849
2021-12-01,Asia-Pacific,Home & Garden,279.06,104.03,0.3728,17.16,3442,0.3385
2022-01-01,Asia-Pacific,Home & Garden,173.19,63.97,0.3694,17.74,2865,0.3446
2022-02-01,Asia-Pacific,Home & Garden,161.06,59.38,0.3687,13.25,4762,0.3354
2022-03-01,Asia-Pacific,Home & Garden,185.87,68.23,0.3671,16.25,5063,0.3587
2022-04-01,Asia-Pacific,Home & Garden,188.66,67.25,0.3565,10.83,4238,0.3349
2022-05-01,Asia-Pacific,Home & Garden,210.99,77.61,0.3678,12.39,2407,0.4135
2022-06-01,Asia-Pacific,Home & Garden,177.83,67.1,0.3773,12.94,1920,0.399
2022-07-01,Asia-Pacific,Home & Garden,177.78,66.34,0.3731,18.57,2711,0.3704
2022-08-01,Asia-Pacific,Home & Garden,195.04,70.62,0.3621,16.82,2104,0.3563
2022-09-01,Asia-Pacific,Home & Garden,230.46,82.41,0.3576,16.79,5420,0.4111
2022-10-01,Asia-Pacific,Home & Garden,239.67,87.03,0.3631,16.03,6018,0.409
2022-11-01,Asia-Pacific,Home & Garden,324.07,114.38,0.3529,31.09,3787,0.4132
2022-12-01,Asia-Pacific,Home & Garden,328.39,121.72,0.3707,25.55,9786,0.4067
2023-01-01,Asia-Pacific,Home & Garden,201.87,72.66,0.3599,14.99,2303,0.4167
2023-02-01,Asia-Pacific,Home & Garden,181.18,67.52,0.3727,12.93,3389,0.4134
2023-03-01,Asia-Pacific,Home & Garden,252.73,90.04,0.3563,16.64,3121,0.4068
2023-04-01,Asia-Pacific,Home & Garden,252.65,97.21,0.3848,17.62,3262,0.3997
2023-05-01,Asia-Pacific,Home & Garden,233.63,81.59,0.3493,18.52,4552,0.375
2023-06-01,Asia-Pacific,Home & Garden,282.42,103.92,0.368,13.17,8262,0.4444
2023-07-01,Asia-Pacific,Home & Garden,258.21,96.56,0.374,17.68,8705,0.3694
2023-08-01,Asia-Pacific,Home & Garden,286.02,108.59,0.3797,18.97,5698,0.439
2023-09-01,Asia-Pacific,Home & Garden,271.23,97.42,0.3592,27.77,2870,0.4347
2023-10-01,Asia-Pacific,Home & Garden,292.06,111.14,0.3805,31.26,3222,0.4179
2023-11-01,Asia-Pacific,Home & Garden,407.87,149.6,0.3668,40.17,4918,0.4488
2023-12-01,Asia-Pacific,Home & Garden,415.35,146.7,0.3532,39.12,4577,0.4376
2024-01-01,Asia-Pacific,Home & Garden,232.85,89.24,0.3832,19.18,5164,0.4929
2024-02-01,Asia-Pacific,Home & Garden,260.46,98.4,0.3778,20.1,3050,0.4472
2024-03-01,Asia-Pacific,Home & Garden,321.18,115.76,0.3604,23.34,6589,0.4454
2024-04-01,Asia-Pacific,Home & Garden,302.03,111.16,0.3681,24.96,5108,0.4105
2024-05-01,Asia-Pacific,Home & Garden,314.48,117.89,0.3749,36.3,3338,0.4258
2024-06-01,Asia-Pacific,Home & Garden,373.33,134.31,0.3598,21.07,5988,0.4518
2024-07-01,Asia-Pacific,Home & Garden,344.44,128.09,0.3719,31.05,4679,0.4386
2024-08-01,Asia-Pacific,Home & Garden,355.61,141.18,0.397,37.51,4513,0.421
2024-09-01,Asia-Pacific,Home & Garden,329.52,126.48,0.3838,31.46,5217,0.4515
2024-10-01,Asia-Pacific,Home & Garden,365.43,135.48,0.3707,25.16,8529,0.5032
2024-11-01,Asia-Pacific,Home & Garden,518.21,191.59,0.3697,44.69,7250,0.5058
2024-12-01,Asia-Pacific,Home & Garden,614.4,227.5,0.3703,32.96,12556,0.5189
2021-01-01,Asia-Pacific,Beauty & Personal Care,127.7,66.98,0.5246,12.0,1408,0.3281
2021-02-01,Asia-Pacific,Beauty & Personal Care,129.79,67.47,0.5198,11.84,2282,0.3126
2021-03-01,Asia-Pacific,Beauty & Personal Care,137.38,70.65,0.5143,18.48,1728,0.3105
2021-04-01,Asia-Pacific,Beauty & Personal Care,136.51,70.66,0.5176,11.8,2958,0.2649
2021-05-01,Asia-Pacific,Beauty & Personal Care,140.66,71.21,0.5062,16.74,2524,0.2667
2021-06-01,Asia-Pacific,Beauty & Personal Care,166.26,85.94,0.5169,15.01,2045,0.3155
2021-07-01,Asia-Pacific,Beauty & Personal Care,166.41,86.99,0.5227,14.96,2159,0.3369
2021-08-01,Asia-Pacific,Beauty & Personal Care,144.05,75.11,0.5214,12.23,2740,0.3272
2021-09-01,Asia-Pacific,Beauty & Personal Care,187.33,100.39,0.5359,21.39,2487,0.3201
